action	reward
0	0.30605231921729303
0	0.9279035715953929
2	0.0
0	0.0706195971381508
0	1.5175763411396639
2	0.3907912328852242
1	1.9237291996364068
1	0.0
0	1.98332311456793
1	0.607183881473502
1	0.49476143790724214
0	1.483800033749712
0	2.721972422134206
0	0.0
1	0.2543325209236562
0	0.0
0	0.39209944374735506
0	0.0
1	0.0
1	0.5322243428058487
0	0.3894945766644935
1	2.4247478966740164
0	0.0
0	1.0318036722903414
0	1.400607713699188
0	1.8873494301024119
0	0.11286766747844257
1	3.7614611916597194
1	0.6121577133531954
0	0.5564107291517884
0	0.09040690615501934
0	0.843401180976828
0	0.7191678554545751
0	0.0
0	0.5592489819631021
0	0.0
0	1.256662658642606
0	0.0
1	0.41376566251355396
1	0.4076502413590197
1	0.3138551015890928
1	0.6680851409478746
0	0.20123862357668476
0	0.3408607513955699
0	0.7128785317036854
0	0.16377083309664986
0	2.54897721205095
0	0.0
1	0.0
1	0.0
1	0.5298729718541579
0	0.0
0	0.22404280994360026
0	0.0
0	0.0
0	0.15892725100168925
0	0.9932088021306719
1	1.440716548340584
1	0.0
0	0.03355112784557557
1	0.1698873863502759
0	0.7918142937397885
0	0.998169572728765
0	0.2195140082733349
0	0.0
0	1.787617295504411
0	0.0
0	0.3213131021505897
1	0.0
0	1.2502301354426497
0	0.9798630530637219
0	0.6859029450228428
1	0.5909853836128831
0	0.651309292230114
1	1.3277161710716057
1	0.19349814768259388
1	0.0
0	0.8954129036001971
0	0.7243929710927447
0	0.8035291128491597
0	0.4308676504311365
1	0.6003992380615452
0	0.0
2	0.0
0	0.0
0	0.11531353370193287
0	1.217681331257861
0	0.0
0	0.9081417771698934
0	1.3588220650950356
0	0.19233260416965825
0	0.415405898173014
0	1.9547175513795378
0	0.4270764686912125
0	0.5652102001313796
0	0.8219509685841704
0	0.0
1	0.0
0	0.0
0	0.5014006540152876
0	0.1386578259904594
0	0.0
0	1.7990699224038322
0	0.4250142518231703
0	0.3996843195208557
0	1.0849349933463284
0	0.0
0	0.23659532340152956
0	0.5689801733501463
0	0.23055460552586504
1	0.4957184724585365
0	0.5034876224298781
1	0.7928129838522314
0	0.21677180429098564
0	0.18242232642391154
0	0.25606599138243824
0	0.1287467791942476
0	0.1565383624797161
1	0.0
1	0.0
0	0.0
0	0.6663809878757413
1	0.8223419354358594
2	0.2608700002482828
2	0.0
0	0.0
2	0.010957969010684354
0	0.38988628742068554
0	0.0
0	1.055713017135258
1	0.7497594463200503
2	0.0
0	0.5720659496633701
0	1.8482864451726464
1	0.5788384514461687
0	0.1828588240835285
0	0.0
0	0.41392486263998396
0	1.6776970886301141
0	0.8097481382860309
0	0.9471059197405223
0	0.4580515892397802
0	0.0
0	0.0
0	1.709630899006785
0	0.5250665643076633
0	0.0
0	1.0677790605919273
0	0.7612307226928947
0	1.2312686187372415
0	1.2162202123598653
0	0.21181749904888603
0	1.0060074518381106
2	0.5561504211510117
0	0.06408192402469293
0	0.27844708774830973
0	0.544083143118699
0	0.0
0	1.9812129983584479
0	0.052092495001576866
0	0.920185295032085
0	0.441920797180511
0	0.8718926230033723
0	0.0
1	0.5395427204956607
0	0.5880923101491963
2	0.0
0	0.7269800373347814
0	0.0
0	0.24436205883758166
1	0.7013871860707722
1	0.0
0	0.11712920614542743
0	0.008886666136190935
0	0.25565389145750705
0	0.0
0	0.6844669299514146
0	0.0
0	0.40898722567259316
0	0.3068671417744221
0	0.7484507649778285
1	1.4720764893910827
0	1.0046124098899607
0	0.8073328750716292
1	0.0
1	0.3445917922927584
0	1.0600356672019258
1	0.0
0	0.577847847206383
0	0.0
0	1.8160813349803564
0	1.741197983708326
0	0.0
0	0.0
0	0.0
0	0.5807959814067111
0	0.0
0	0.9679772349911469
0	0.2916300422894875
0	0.024325837650465254
1	1.8015021406167855
0	0.4617361554385857
1	2.032633167869752
1	0.0
0	0.6079170419856109
0	0.5660345547070074
0	0.6155746196254218
0	0.0
0	1.3475791626514821
0	0.03273917476554622
0	0.8151765961993532
1	0.1965858988746655
0	0.0
0	0.3934521154254218
1	1.8113614335676682
1	0.0
0	0.2358757950997269
0	1.0837058366536731
1	0.06515907819939537
1	0.0
1	0.42470005971540936
0	1.7948280330909678
2	0.0
0	0.0021224841752903734
0	1.261881708557156
0	1.1698741554666323
0	0.7504363701042955
1	0.5299351632938989
1	0.6296585728698901
1	0.01180291373236042
0	0.003071610431678695
0	0.7909476887061665
1	0.8007689514395786
1	0.0
1	0.7609147233246927
1	0.0
1	0.8034955900650426
0	0.011900590603057704
0	0.3309379302159422
1	0.711426670431323
0	0.0
0	1.4047783279242083
0	1.376608412753735
1	0.5714052993943377
0	0.9271267100937854
1	1.8931621158832714
0	0.24531207107281583
1	0.0
0	0.9767754054708335
1	0.0
0	0.10836589630968174
1	0.6539402482766775
0	0.3762715860021547
1	0.08413802653277336
1	0.0
1	0.0
1	0.0
0	1.1923606240457312
0	0.18586985010360935
1	0.46423964682206964
1	1.031691927734657
0	1.0120971636900882
1	0.970860966035865
0	0.0
1	0.016428339263732772
0	0.8453015159237478
0	1.8409583491743884
0	0.48710023642360456
0	2.588892344326666
0	0.0
0	0.0
1	0.5905394230633314
0	0.2863127720921078
0	0.7866188118924106
1	0.3505359087830824
0	0.0
0	0.0
1	0.0
0	1.084739214642725
0	1.4693804320846073
1	0.06455657041811258
0	0.0
0	1.0247640669586338
0	0.17708150132412792
1	0.41845202747694543
1	0.0
0	1.7280901501595411
1	1.0342043167343664
0	2.5724618237283434
0	0.0
0	1.171109793610316
0	0.0
0	2.206360860281245
1	1.9984658638427881
0	0.33301671430119106
0	0.7374803616671447
0	1.826423170219638
0	1.1020082576025536
0	0.0
0	0.8985600214572917
0	0.9399978668388105
1	0.0
0	0.0
0	0.6597964483019637
0	1.2241285070501071
1	0.0
0	0.8165317353819662
0	0.49405412495433687
0	0.6004875484162294
0	0.09148107893564617
0	0.0
0	0.20619778077142226
0	0.8703027126800473
1	0.866307165931271
0	0.3024733541617508
1	0.37677165334767837
1	1.5293337670675933
1	1.509839596486031
0	0.0
0	0.0023185352832265638
0	0.0
0	0.12271739350983168
1	0.9705980969354117
1	0.5971722955968067
0	0.1021822791624194
0	0.7124283252700698
1	0.8679193301751216
0	1.0057532284159918
1	0.9763484197495516
1	0.6464949123032928
0	0.36157042687787766
0	0.0
0	0.5162534032775401
1	0.3572751402325641
0	0.08889657271094087
0	0.0
0	0.0
0	0.6899197034243248
0	0.2628891132871005
0	0.19347776050997645
1	0.2114394227092551
1	2.5895796125961743
0	0.5566943475107151
0	0.14111348386739142
1	0.4293727920040832
0	0.05323129973852292
1	1.6256637822467912
0	0.05471035513699418
1	0.475704743758836
1	0.0
0	0.5390812350658053
0	0.3248729524533325
0	0.4566765240888899
1	0.6948088412392829
1	0.01586441263499938
0	0.09249791527258178
1	0.0
0	0.0
1	1.714295930123668
1	0.0
1	0.5424580177534232
0	0.2958711134964609
1	0.0
1	0.3405983519552873
1	0.7100215214366782
0	0.7662908521425551
1	0.6667460677051941
1	0.0
1	0.0
2	0.43178614324206244
0	0.0
1	1.3264077308368902
1	0.23978859955759924
1	0.04350021530952952
0	0.8067372793710593
1	0.0
1	0.97921357120395
1	0.0
1	1.5772223075864926
1	0.8085422874992781
1	0.5756778965451208
0	0.16403296341784457
0	0.966434515134614
1	0.0
1	1.6214313934914368
1	0.0
0	0.26724837645199817
1	0.668766252451416
1	0.13339067953853134
1	0.05412453672462536
1	0.3912539957610174
1	0.0
1	0.0
1	0.5788244531454081
1	0.36070786703175595
1	0.5630145860465643
1	0.4955964841972764
1	0.0
1	0.9226873457675124
1	0.0
1	0.0
1	0.0
1	0.0
1	1.4720435002936965
0	0.9320551967441544
1	0.0
1	0.0
1	1.100536725258234
1	0.39665161454807185
1	0.32783562331621285
0	0.0
1	0.2677420281419258
0	0.0
1	0.29211765098473064
1	0.0
0	0.43838160604768295
1	0.4924038258464746
0	0.2513897123559278
1	0.8582436360395846
1	1.4146417946545309
1	0.2695155447290387
1	0.9127900274513803
1	0.46594543468373206
1	0.3133098869844789
0	0.19040185251236186
1	0.0
1	0.6721027820494452
0	0.05489705418145241
0	0.6398173497456744
1	0.6299422439945511
0	0.0
0	0.0
1	0.4174518445504527
0	0.3716591092651733
1	0.4162201361274005
1	0.9828059696267948
1	1.0474789097984492
0	0.6045006722318806
0	1.8743381561503465
1	0.0
0	0.0
1	0.23867639395149365
1	0.0
1	0.20101944905678226
1	0.7282778370450226
1	0.031603670167706266
1	0.4630492879718534
1	2.069529537612077
0	1.0719692507262426
0	0.5037666846747116
0	0.30811441024137587
1	0.6920290700970819
1	0.0
1	0.5474701267171102
1	0.6688227657221597
0	0.0
0	1.9955765425786103
0	0.5091060827256537
1	0.9799007815136435
0	0.6917873816471534
0	0.7080151595960318
0	0.3095057658977177
0	0.5840981648446263
0	0.5668098569399227
1	0.0
0	0.7689812495425576
1	0.8752830530911124
0	1.2688448316848653
0	0.483796905420941
0	0.14158176787303
0	0.25953162259788687
0	0.0
1	0.2742777003765704
0	0.793264195877168
0	0.0
1	0.0
1	0.44092801680502525
0	0.3032540607095927
1	0.07155237629266298
1	0.5532255980020112
0	0.0
0	0.0
1	0.0
1	0.0
0	1.5572880812009207
0	0.0
1	0.3597417678910486
1	1.681270287722679
0	1.1669289526155846
0	0.0
1	0.5761010096741707
0	0.0
0	0.0
0	0.87793117202195
0	0.14017078555908236
1	1.7210488607525858
1	0.16527136607722093
1	0.0
1	0.2904224287682726
1	0.5926325034649889
1	0.21486803552791067
2	0.0
1	0.27177871145114774
0	0.0
1	0.8912658736199078
1	0.9598752822917593
1	0.09734870137018004
1	0.7179281140943408
1	0.5089951892515803
1	0.40411147568602324
1	0.0
1	1.3693888896287167
0	0.0
0	0.9646604804661982
0	0.7851187109136724
0	0.0
1	0.0985597738466758
1	1.4359595029790517
0	0.5005761658386112
0	0.8480134328525641
0	1.6712138626830912
0	1.2563528454760269
0	1.4266035748207249
0	0.0
0	1.2555202808709747
1	0.0
0	1.9249488730695967
1	0.0
0	0.0
0	0.30460382479823855
0	0.0
1	0.6105724363551364
0	0.944165197358312
2	0.7996477226533766
1	0.47926408312070023
1	0.5151925956776625
1	0.755462925386212
1	0.0
1	0.23267032780489383
1	0.17172263843682667
1	0.8619252325293252
0	0.5151281624814177
1	0.23128990873711885
0	0.0
0	0.7355972652099723
1	0.0
1	0.25179591310672245
0	0.7178408882805197
1	0.5613757035505327
1	0.0
0	0.0
1	0.5152984304436908
0	0.0
1	0.3070038403142238
0	0.0
0	0.9520391697141961
0	0.0
0	0.8792167457533131
1	0.7160971219017478
1	0.254941283615155
0	0.0
1	0.39299571670247735
1	2.61514425401044
1	0.31079258051880765
1	0.8298407066269571
1	0.9934880746134711
0	0.1265075443782372
0	0.6450210734182915
0	0.0
1	0.5484424886507973
1	0.6056309895286126
0	1.9463905830738817
0	1.9494728346944794
0	0.7640263262630876
0	1.3529583353465762
1	0.697389024238654
0	0.5039126816404356
0	1.0681060717345165
0	0.4422702376914375
0	1.4354017320597967
0	1.916854552724899
1	0.0
0	0.067878883841899
1	0.8533168460146517
0	0.0
0	0.9147913984852685
0	1.0082064718555852
1	1.92093742160932
0	2.105843526372449
0	0.3521794321961509
0	1.2624075614861676
0	1.5025609395624746
1	0.5800395325703344
1	1.3023843915108713
0	0.5246795800567605
0	0.1806247882776777
0	0.14414161909890522
0	1.4316058876384414
1	1.9188338621555097
0	0.5279138107941764
0	0.9394618496186795
0	0.3966932025369194
1	1.2767454496115491
0	0.9361179246304578
0	0.8827552471388577
0	0.39458454825030675
0	0.052788651221014504
0	0.9041515104020713
0	0.0
1	0.43375912952932294
1	0.5955432342860151
0	0.9368685448860871
1	0.0
1	0.0
0	0.7393937942616734
1	0.0
1	0.0
0	0.0
1	0.0
0	0.7703072923895838
0	0.0
1	0.06901080669476878
1	0.3895564158484046
0	0.9869574298393031
1	0.5227399516193805
0	1.164451867984129
0	0.8082652593654888
0	0.3792353563513349
0	1.5430028732181507
1	0.2721456525473578
0	0.4167767317435368
1	0.0
0	0.2281158592560677
0	1.530095996226714
0	0.9480730199645454
0	0.027829876561940137
1	0.0
0	0.0
0	0.19342326836789103
0	0.13636776275204998
0	0.4139406395790163
0	0.32501138447974665
0	0.0
0	0.6470287168360653
0	0.0
2	0.9824141842345989
0	0.0
1	0.255322171241124
0	0.012986454908081257
0	0.6495281985185488
1	0.1102673066205172
1	0.01637636103420681
0	0.7601544279605112
0	2.181956926020228
0	0.5083377543589891
0	0.9641923669770414
0	0.1958733400853515
1	0.11901770749685114
0	0.0
1	0.6774859912132434
0	0.0
0	1.8471754551382094
0	0.7784624825026507
0	0.36094202508772155
1	0.1243530513961254
1	1.973855041092132
1	0.19235068794510268
0	0.8356956450011213
2	0.49307436791538284
0	0.0
0	0.5721614896475907
1	0.0
0	0.16799813398835073
0	2.910268283957488
1	0.749477438852143
0	0.4892735613783361
0	0.5004271572586504
1	0.89867529544874
1	0.6440417321198321
0	1.8617566682833453
0	0.5800700082117318
1	0.0
0	0.3967032843596081
0	0.0
0	0.2527944113330177
0	0.9164055030384799
0	0.0
1	0.433682575964619
0	0.0
1	1.3122631146525217
0	2.9889216151840223
0	0.5247350687840191
0	1.801430936058219
0	1.1025999655059882
0	0.0
0	0.0
0	0.0
0	0.13722731933518428
0	0.17466394693054543
0	0.7665940345389827
1	0.6647683234817349
0	2.330669167166054
1	0.3290183652132803
0	1.5578438644058699
0	0.6976060610865404
0	0.26023840334362003
0	0.784689801342902
1	0.27314722139273995
0	0.10652003806972576
0	0.16658023035608538
0	0.11702463932764107
0	0.7157741261008292
0	0.8883469289322611
1	1.25480984096427
0	1.519657459702655
1	1.3734530284039586
0	0.6553053570907623
0	0.0
0	0.7652387915414445
1	1.8464672857085331
0	0.12754266852806684
0	2.1275687611546905
1	0.5589633526287869
1	0.0
0	0.39445794124781275
0	0.54467080607916
1	0.4126689166826579
1	0.704929619701063
0	0.8886203687888373
1	1.8265902504612515
0	0.8591210162730961
2	0.0
0	0.33707424995838564
0	0.2309471416375647
0	0.6798665503740985
0	0.0
0	0.5565463511048303
0	0.0
0	1.9074450609594484
0	0.5776645784934002
0	0.13400406112659935
0	0.6919601353347021
0	0.0
0	0.5919443321294859
0	0.12491168184898938
0	0.0
1	0.8497523749042133
0	0.3455104380401727
0	1.3091747495662855
0	0.08710031209425873
0	0.0
0	0.127926493151439
0	1.5441312000431833
0	0.8263111268323869
0	0.267439846498162
1	0.0
0	0.7188976978524309
0	0.3797717922492154
0	0.22343844990014805
0	2.198607691634452
0	0.4617333759337322
1	0.3037073271859121
0	0.031248852887208356
0	0.7322166723532746
1	0.2310504755867817
0	0.806668269093342
0	0.6373929724877161
0	0.0
0	0.0948385931287401
1	1.137598504305543
1	0.0
0	0.05262223126208232
0	0.0
0	0.4621631354164113
0	0.0
0	0.5690858746543406
0	0.5952530924633969
0	0.07167664808676188
0	0.9633578267009377
0	0.17254323885693656
0	0.2754499787141309
1	0.7542505391723777
0	0.0
1	1.8911067296253334
0	1.6840533086104161
0	0.3565006244341844
0	1.117455676027804
0	1.8131304149182899
0	0.2462342202434441
0	1.856691694182907
0	0.4666112966553573
1	0.0
0	0.9584156040582842
0	0.17728590684133416
0	0.0
0	0.0701634114299865
0	0.40348437355512345
0	0.8798447644820566
1	0.911790631799478
0	0.92743648216797
0	0.7691581019483426
0	1.5323925687004116
0	1.508818416390419
0	0.47997388119789064
0	0.8746746744136885
1	0.75137724032372
0	0.37939546288517667
